State,Gender,Year,Deaths
Texas,Male,2019,3067
Pennsylvania,Male,2019,1354
Illinois,Female,2019,159
New Mexico,Female,2019,71
Illinois,Male,2019,1209
Pennsylvania,Female,2019,180
Oregon,Male,2019,469
New Mexico,Male,2019,386
Alabama,Male,2019,889
Georgia,Female,2019,276
Wisconsin,Female,2019,87
District of Columbia,Female,2019,0
District of Columbia,Male,2019,131
California,Male,2019,2530
Massachusetts,Female,2019,29
South Carolina,Female,2019,156
Connecticut,Male,2019,171
Minnesota,Female,2019,55
Alaska,Female,2019,31
Alaska,Male,2019,145
South Carolina,Male,2019,853
Maine,Female,2019,16
Maine,Male,2019,144
Ohio,Male,2019,1357
Nevada,Male,2019,404
Mississippi,Female,2019,118
Mississippi,Male,2019,589
Wyoming,Male,2019,112
Wyoming,Female,2019,20
Massachusetts,Male,2019,213
Minnesota,Male,2019,400
Connecticut,Female,2019,15
Kansas,Male,2019,349
Delaware,Female,2019,12
California,Female,2019,345
Nevada,Female,2019,75
Kansas,Female,2019,50
Utah,Male,2019,334
New York,Male,2019,721
Kentucky,Male,2019,571
New Jersey,Male,2019,331
New Jersey,Female,2019,37
Michigan,Female,2019,160
Maryland,Female,2019,64
Maryland,Male,2019,676
North Carolina,Female,2019,200
Nebraska,Male,2019,179
Nebraska,Female,2019,23
South Dakota,Male,2019,103
Montana,Female,2019,40
Kentucky,Female,2019,107
North Carolina,Male,2019,1176
New Hampshire,Female,2019,22
New Hampshire,Male,2019,132
Arkansas,Female,2019,95
Arkansas,Male,2019,478
Louisiana,Male,2019,857
Louisiana,Female,2019,155
South Dakota,Female,2019,0
North Dakota,Male,2019,80
North Dakota,Female,2019,15
Indiana,Female,2019,125
Utah,Female,2019,55
Alabama,Female,2019,183
Indiana,Male,2019,830
Rhode Island,Female,2019,10
Vermont,Male,2019,59
Arizona,Female,2019,181
Arizona,Male,2019,943
West Virginia,Female,2019,56
West Virginia,Male,2019,238
New York,Female,2019,73
Rhode Island,Male,2019,38
Tennessee,Male,2019,1037
Tennessee,Female,2019,221
Florida,Male,2019,2409
Florida,Female,2019,443
Missouri,Female,2019,198
Hawaii,Male,2019,50
Hawaii,Female,2019,0
Colorado,Male,2019,695
Michigan,Male,2019,1055
Oklahoma,Female,2019,112
Oklahoma,Male,2019,627
Colorado,Female,2019,133
Vermont,Female,2019,0
Virginia,Male,2019,857
Virginia,Female,2019,163
Missouri,Male,2019,1049
Alabama,Male,2020,959
Wisconsin,Female,2020,87
Wisconsin,Male,2020,624
West Virginia,Female,2020,51
West Virginia,Male,2020,269
Alabama,Female,2020,177
Minnesota,Female,2020,55
Alaska,Male,2020,140
New Jersey,Male,2020,394
Kentucky,Male,2020,753
Kentucky,Female,2020,139
New Mexico,Female,2020,69
New Mexico,Male,2020,398
Kansas,Male,2020,423
Kansas,Female,2020,68
New York,Female,2020,87
New York,Male,2020,952
New Jersey,Female,2020,48
Iowa,Male,2020,308
North Carolina,Female,2020,256
North Carolina,Male,2020,1424
Indiana,Male,2020,975
Indiana,Female,2020,169
North Dakota,Female,2020,15
North Dakota,Male,2020,84
Illinois,Male,2020,1570
Illinois,Female,2020,170
Ohio,Female,2020,242
Iowa,Female,2020,44
Ohio,Male,2020,1512
Louisiana,Female,2020,166
New Hampshire,Male,2020,97
Mississippi,Female,2020,125
Mississippi,Male,2020,690
Michigan,Male,2020,1246
Michigan,Female,2020,204
Wyoming,Female,2020,21
Missouri,Female,2020,225
Missouri,Male,2020,1197
Montana,Female,2020,30
Montana,Male,2020,200
Louisiana,Male,2020,1013
Massachusetts,Male,2020,245
Nebraska,Female,2020,15
Nebraska,Male,2020,181
Maryland,Male,2020,706
Maryland,Female,2020,91
Nevada,Female,2020,73
Nevada,Male,2020,456
Maine,Male,2020,130
Maine,Female,2020,20
New Hampshire,Female,2020,27
Massachusetts,Female,2020,24
Alaska,Female,2020,30
Idaho,Male,2020,268
Oklahoma,Female,2020,129
Connecticut,Male,2020,190
Connecticut,Female,2020,24
Texas,Female,2020,648
Texas,Male,2020,3474
Colorado,Male,2020,781
Colorado,Female,2020,120
Utah,Female,2020,60
Utah,Male,2020,357
California,Male,2020,2963
Tennessee,Male,2020,1237
California,Female,2020,400
Vermont,Male,2020,68
Arkansas,Male,2020,561
Arkansas,Female,2020,109
Virginia,Female,2020,174
Virginia,Male,2020,995
Arizona,Male,2020,1047
Arizona,Female,2020,191
Washington,Female,2020,120
Washington,Male,2020,721
Vermont,Female,2020,0
Idaho,Female,2020,44
Tennessee,Female,2020,222
Delaware,Male,2020,119
Oklahoma,Male,2020,697
Hawaii,Male,2020,45
Hawaii,Female,2020,0
Minnesota,Male,2020,450
Oregon,Female,2020,82
Oregon,Male,2020,494
Pennsylvania,Female,2020,198
Pennsylvania,Male,2020,1539
Georgia,Male,2020,1590
Delaware,Female,2020,15
Georgia,Female,2020,285
Rhode Island,Male,2020,48
Florida,Male,2020,2521
Florida,Female,2020,475
South Carolina,Female,2020,155
South Carolina,Male,2020,971
District of Columbia,Male,2020,145
District of Columbia,Female,2020,22
South Dakota,Female,2020,15
South Dakota,Male,2020,103
Rhode Island,Female,2020,0
Wyoming,Male,2020,130
